species,abundence_cols.Healthy_stool_100_100,abundence_cols.Healthy_stool_100_10,abundence_cols.Healthy_stool_100_1,abundence_cols.Healthy_stool_100_50,abundence_cols.Healthy_stool_10_100,abundence_cols.Healthy_stool_10_10,abundence_cols.Healthy_stool_10_1,abundence_cols.Healthy_stool_10_50
Pseudobacter ginsenosidimutans,111,122,519,153,102,227,435,229
Flavihumibacter sp. SB-02,74,89,306,101,81,157,354,189
Panacibacter ginsenosidivorans,60,62,213,80,36,96,187,91
Rhodothermaceae bacterium,65,70,275,87,121,170,321,169
Rhodothermus marinus,64,75,37,69,159,105,79,62
Salinibacter ruber,39,17,10,21,15,0,0,0
Haliscomenobacter hydrossis,55,56,35,49,11,23,21,18
Saprospira grandis,31,14,0,20,0,0,0,0
Chlorobium phaeobacteroides,62,79,298,98,73,178,322,140
Chlorobium limicola,40,45,79,42,0,27,46,27
Chlorobium phaeovibrioides,32,34,21,41,17,22,12,19
Chlorobium chlorochromatii,32,10,22,15,0,0,15,0
Pelodictyon luteolum,59,113,307,116,166,200,327,185
Pelodictyon phaeoclathratiforme,42,33,63,34,56,63,79,44
Prosthecochloris sp. HL-130-GSB,42,35,32,39,49,27,33,25
Prosthecochloris sp. GSB1,18,11,0,17,0,0,0,0
Prosthecochloris sp. CIB 2401,18,45,76,46,46,54,76,47
Prosthecochloris aestuarii,35,27,23,33,60,40,22,40
Chlorobaculum limnaeum,34,47,20,55,22,21,0,0
Chlorobaculum parvum,23,36,497,60,64,219,456,233
Chlorobaculum tepidum,19,38,68,28,56,83,92,63
Chloroherpeton thalassium,37,28,21,30,40,28,21,57
Ignavibacterium album,80,61,67,46,0,16,45,21
Melioribacter roseus,41,33,15,36,22,11,0,17
Candidatus Cyclonatronum proteinivorum,49,48,26,64,80,60,29,32
Fibrobacter succinogenes,99,163,840,208,211,425,728,380
Gemmatirosa kalamazoonesis,30,0,0,0,0,0,0,0
Gemmatimonas sp. TET16,14,12,12,13,34,19,0,11
Candidatus Cloacimonas acidaminovorans,49,73,221,75,62,107,220,94
candidate division Zixibacteria bacterium,14,14,0,11,29,18,10,10
Roseburia intestinalis,176315,192753,73835,118749,959,1007,909,1113
Roseburia hominis,145836,95513,36782,109452,3516,3082,2028,3433
Lachnospiraceae bacterium Choco86,23816,35579,14043,23263,3061,2695,1939,1709
Lachnospiraceae bacterium GAM79,16150,20536,7899,13696,3052,2559,1961,1793
Lachnospiraceae bacterium,137025,270417,241420,388455,987462,738217,490322,444920
Lachnospiraceae bacterium KM106-2,3234,4652,1672,3102,120,85,70,107
Lachnospiraceae bacterium oral taxon 500,297,329,131,254,90,75,49,92
Mediterraneibacter gnavus,125687,81572,31446,98228,645,502,357,550
Lachnospira eligens,91187,162333,62391,100443,846,668,566,854
Anaerostipes hadrus,82546,182373,69733,111937,237,208,196,240
Anaerostipes rhamnosivorans,1504,2032,1079,1377,146,251,384,237
Anaerostipes caccae,1405,1974,750,1326,129,79,78,111
Anaerobutyricum hallii,70361,110192,42835,70597,2413,2949,1876,3528
Blautia sp. SC05B48,42142,55556,20968,34949,954,869,650,995
Blautia sp. N6H1-15,8518,10591,4361,8209,308,326,448,357
Blautia sp. YL58,4269,0,0,0,0,0,0,0
Blautia producta,6353,16157,6920,10643,585,670,765,726
[Clostridium] scindens,7523,11442,4370,7281,116,123,99,134
Lachnoclostridium phocaeense,5383,8769,3774,5603,446,529,557,553
[Clostridium] hylemonae,3485,5159,1826,3156,0,0,0,0
Lachnoclostridium sp. YL32,2562,3145,1217,2212,604,784,573,801
Lachnoclostridium phytofermentans,1388,1730,707,1184,148,118,71,159
Enterocloster bolteae,3666,4389,1780,3019,427,426,371,574
Enterocloster clostridioformis,3260,4120,1734,2896,805,833,646,888
Butyrivibrio fibrisolvens,1963,2500,1840,1918,913,908,1174,1079
Butyrivibrio proteoclasticus,1801,2524,1281,1794,458,426,508,482
Butyrivibrio hungatei,1664,2306,1831,1758,708,847,1158,925
Anaerocolumna sp. CTTW,1523,2073,978,1364,77,86,84,109
Anaerocolumna sp. CBA3638,1479,1822,724,1299,129,101,73,99
Anaerocolumna cellulosilytica,1303,1713,775,1109,86,109,125,105
Lacrimispora saccharolytica,1542,2412,896,1577,198,149,112,183
Lacrimispora sphenoides,1418,2089,1187,1475,282,320,438,347
Pseudobutyrivibrio xylanivorans,2264,3127,1765,2149,550,547,630,693
Lachnoanaerobaculum umeaense,1279,1533,683,1094,282,209,147,226
Herbinix luporum,905,994,402,722,17,13,12,21
Cellulosilyticum sp. WCF-2,550,658,393,460,106,154,266,149
Cellulosilyticum lentocellum,99,149,102,101,0,0,0,0
Anaerotignum propionicum,484,533,278,379,272,227,200,254
Flavonifractor plautii,126282,35453,13483,49679,852,917,624,1243
Faecalibacterium prausnitzii,129196,353424,368627,595547,911134,1218700,824662,1555122
Ruthenibacterium lactatiformans,119495,46039,17387,64516,265,234,182,303
Ruminococcus bicirculans (ex Liu et al. 2021) <Ruminococcus bicirculans (ex Liu et al. 2021)>,1619,1928,1492,2130,3297,2551,1830,3234
Ruminococcus sp. JE7A12,1025,1592,1475,2344,5798,4282,2955,5483
Ruminococcus albus,489,680,1127,715,956,1026,1290,1259
Ruminococcus champanellensis,427,471,383,389,297,247,280,302
Ruminococcaceae bacterium CPB6,255,329,129,282,47,55,0,79
Ruminococcaceae bacterium LBM 19010,82,92,60,73,231,149,133,180
Ethanoligenens harbinense,253,281,385,313,326,356,449,416
Caproiciproducens sp. NJN-50,232,251,103,181,166,104,89,94
[Clostridium] cellulosi,138,198,308,197,360,316,323,362
Clostridioides difficile,10841,11832,4571,8459,1346,1764,1123,2187
Romboutsia sp. CE17,2500,540,208,691,0,0,0,0
Romboutsia ilealis,1838,423,148,503,0,0,0,0
Romboutsia hominis,1627,365,143,509,0,0,0,0
Peptacetobacter hiranonis,1291,525,260,586,160,117,74,134
Paraclostridium sordellii,1040,256,86,328,0,0,0,0
Paraclostridium bifermentans,834,231,84,270,0,0,0,0
Acetoanaerobium sticklandii,206,142,76,108,114,83,62,103
Filifactor alocis,175,208,61,161,0,0,0,0
Peptostreptococcaceae bacterium oral taxon 929,138,98,74,139,160,128,85,104
Peptoclostridium acidaminophilum,124,109,61,89,138,87,61,111
Clostridium sp. SY8519,2519,2891,1150,1991,96,85,66,91
Clostridium sp. DL-VIII,391,259,82,210,0,0,0,0
Clostridium sp. BNL1100,265,321,124,183,59,50,26,64
Clostridium sp. CT4,260,202,95,154,57,59,55,64
Clostridium sp. SYSU GA15002T,271,230,107,184,139,95,56,89
Clostridium sp. JN-1,211,156,64,111,0,0,0,0
Clostridium sp. JN-9,192,179,84,134,70,51,35,64
Clostridium sp. JN500901,178,118,36,74,0,0,0,0
Clostridium sp. AWRP,100,116,48,95,0,0,0,0
Clostridium botulinum,1473,1111,512,913,147,212,236,233
Clostridium perfringens,839,556,215,424,63,56,41,64
Clostridium butyricum,615,421,177,371,104,78,49,109
Clostridium pasteurianum,419,379,226,283,33,57,120,56
Clostridium saccharoperbutylacetonicum,387,352,140,278,0,0,0,0
Clostridium baratii,377,231,98,189,36,29,21,49
Clostridium saccharobutylicum,369,261,101,214,0,0,0,0
Clostridium argentinense,321,269,198,181,23,46,117,41
Clostridium bornimense,350,219,82,194,29,17,15,24
Clostridium beijerinckii,783,559,589,533,276,146,118,210
Clostridium novyi,323,270,94,199,0,0,0,0
Clostridium estertheticum,268,195,98,174,119,79,48,121
Clostridium tetani,258,222,98,194,27,24,21,36
Clostridium cellulovorans,218,244,134,194,150,111,102,168
Clostridium kluyveri,215,194,79,136,0,0,0,0
Clostridium acetobutylicum,193,130,57,87,22,11,0,0
Clostridium taeniosporum,200,140,56,104,0,0,0,0
Clostridium chauvoei,199,88,37,100,0,0,0,0
Clostridium tyrobutyricum,176,195,75,153,67,51,38,61
Clostridium carboxidivorans,195,185,82,148,95,68,27,76
Clostridium septicum,179,116,61,99,0,13,16,10
Clostridium intestinale,166,148,104,151,46,61,57,79
Clostridium isatidis,177,139,63,108,0,0,0,0
Clostridium formicaceticum,160,156,312,151,55,140,258,138
Clostridium cochlearium,142,79,28,67,0,0,0,0
Clostridium aceticum,112,95,79,85,87,68,76,91
Clostridium scatologenes,199,134,33,100,0,0,0,0
Clostridium drakei,167,97,36,52,0,15,20,16
Clostridium autoethanogenum,269,127,0,131,0,0,0,0
Clostridium diolis,274,0,0,185,0,0,0,0
Hungatella hathewayi,1150,1814,745,1130,112,75,36,100
Alkaliphilus metalliredigens,148,154,58,103,81,55,42,56
Alkaliphilus oremlandii,144,121,53,105,0,10,0,0
Crassaminicella sp. SY095,210,174,71,135,0,0,0,0
Caloramator sp. E03,184,90,32,77,0,0,0,0
Clostridiaceae bacterium 14S0207,194,145,99,172,149,118,55,127
Geosporobacter ferrireducens,165,177,70,130,0,10,0,18
Hathewaya histolytica,139,136,71,117,99,54,40,76
Caloranaerobacter azorensis,109,87,53,89,76,45,46,69
Candidatus Arthromitus sp. SFB-rat-Yit,46,46,11,35,0,0,0,0
Candidatus Arthromitus sp. SFB-mouse-NL,39,63,246,60,39,90,211,91
Massilistercora timonensis,6581,8890,3745,5627,462,618,604,717
Aminipila sp. CBA3637,261,358,125,222,60,30,29,49
Aminipila sp. JN-18,201,258,101,194,69,60,35,81
Aminipila butyrica,124,121,76,108,132,71,72,106
Mogibacterium pumilum,207,231,109,168,86,56,38,79
Mogibacterium diversum,139,152,95,149,140,95,77,114
[Eubacterium] sulci,230,237,188,279,432,350,242,415
[Eubacterium] minutum,112,88,84,107,61,82,76,72
Flintibacter sp. KGMB00164,647,513,324,561,227,300,189,367
Intestinimonas butyriciproducens,3146,776,219,788,44,36,24,42
Carboxydocella thermautotrophica,69,72,23,55,30,19,12,18
Thermaerobacter sp. FW80,24,19,0,18,0,0,0,0
Thermaerobacter marianensis,26,38,20,21,0,0,0,0
[Eubacterium] cellulosolvens,1705,2801,1062,1728,225,178,139,231
Eubacterium limosum,1590,2813,1169,1591,38,32,22,38
Eubacterium maltosivorans,827,719,409,788,530,589,417,751
Eubacterium callanderi,282,300,120,188,0,0,0,0
Acetobacterium sp. KB-1,97,117,194,118,78,113,237,128
Acetobacterium woodii,89,87,54,76,0,15,18,13
Dysosmobacter welbionis,5221,4617,1745,3174,265,357,243,431
Oscillibacter valericigenes,346,261,114,197,78,69,42,61
Oscillibacter sp. PEA192,521,416,384,554,1054,843,570,1144
Clostridiales bacterium CCNA10,3914,3337,1511,2916,827,1150,784,1404
Clostridiales bacterium,5452,2337,795,1840,954,569,433,729
Christensenella minuta,1890,950,397,908,16,11,16,11
Christensenella sp. Marseille-P3954,368,397,145,301,47,25,29,49
Desulfitobacterium metallireducens,116,122,45,100,0,0,0,0
Desulfitobacterium hafniense,97,87,74,55,0,36,60,37
Desulfitobacterium dehalogenans,83,70,24,63,21,23,17,20
Desulfitobacterium dichloroeliminans,59,66,27,28,0,0,0,0
Desulfosporosinus youngiae,84,66,45,68,65,63,33,78
Desulfosporosinus orientis,74,81,37,49,0,0,0,0
Desulfosporosinus acidiphilus,75,122,285,132,42,119,228,123
Desulfosporosinus meridiei,72,124,45,85,0,0,0,0
Dehalobacter restrictus,232,259,110,202,77,55,35,49
Desulfotomaculum nigrificans,89,60,26,61,54,35,18,21
Desulforamulus ruminis,56,65,36,57,0,0,0,0
Desulforamulus reducens,37,56,26,27,0,11,0,0
Desulfotomaculum ferrireducens,44,44,30,31,59,53,27,83
Desulfoscipio gibsoniae,100,97,77,83,59,72,68,61
Syntrophobotulus glycolicus,78,100,47,70,0,0,0,0
Dehalobacterium formicoaceticum,80,75,57,84,69,46,36,53
Peptococcaceae bacterium DCMF,68,90,65,64,15,26,28,19
Thermincola potens,66,54,23,23,0,0,0,0
Desulfofarcimen acetoxidans,59,72,29,65,0,0,0,0
Candidatus Desulforudis audaxviator,11,10,10,11,0,0,0,0
Acetivibrio clariflavus,268,318,153,217,17,0,55,37
Acetivibrio thermocellus,175,286,188,194,73,81,112,107
Hungateiclostridium saccincola,115,135,72,111,117,73,43,112
Mageeibacillus indolicus,367,210,86,182,0,0,0,0
Ruminiclostridium cellulolyticum,178,220,96,162,99,39,44,77
Clostridium thermosuccinogenes,161,188,141,208,207,181,116,170
Thermoclostridium stercorarium,145,175,96,186,167,121,75,147
Fastidiosipila sanguinis,142,99,78,99,62,57,44,72
Petrocella atlantisensis,225,228,107,132,11,18,49,19
Heliorestis convoluta,81,37,21,59,0,0,0,0
Heliomicrobium modesticaldum,84,57,20,63,19,0,0,13
Syntrophomonas wolfei,39,52,17,32,0,0,0,0
Candidatus Syntrophocurvum alkaliphilum,29,29,12,30,0,0,0,0
Syntrophothermus lipocalidus,27,27,24,19,18,18,0,25
Symbiobacterium thermophilum,28,18,19,27,41,36,17,20
Caldicellulosiruptor changbaiensis,75,61,40,82,153,90,75,148
Caldicellulosiruptor saccharolyticus,68,60,0,45,0,0,0,0
Caldicellulosiruptor obsidiansis,41,60,28,20,0,0,0,0
Caldicellulosiruptor kronotskyensis,59,49,29,52,0,0,0,0
Caldicellulosiruptor owensensis,25,42,38,45,76,39,39,50
Caldicellulosiruptor bescii,35,26,29,24,109,72,47,100
Caldicellulosiruptor hydrothermalis,25,33,16,27,29,15,0,17
Caldicellulosiruptor acetigenus,60,53,0,0,0,30,0,35
Thermoanaerobacterium thermosaccharolyticum,222,227,128,157,188,135,108,162
Thermoanaerobacterium sp. RBIITD,101,85,41,69,25,19,14,21
Thermoanaerobacterium xylanolyticum,77,55,29,58,0,0,0,0
Thermoanaerobacterium aotearoense,28,19,14,23,0,0,0,0
Thermosediminibacter oceani,27,31,13,23,0,0,0,0
Thermoanaerobacter kivui,78,83,333,78,0,0,0,0
Thermoanaerobacter italicus,58,0,0,0,0,0,0,0
Thermoanaerobacter mathranii,56,0,0,0,0,0,0,0
Tepidanaerobacter acetatoxydans,113,134,53,95,0,10,0,0
Neomoorella thermoacetica,37,25,13,26,25,12,0,0
Moorella glycerini,19,18,22,0,17,11,0,0
Ammonifex degensii,19,19,0,13,0,0,0,0
Caldanaerobacter subterraneus,69,53,27,36,78,139,0,0
Carboxydothermus hydrogenoformans,40,38,22,25,0,0,0,0
Thermacetogenium phaeum,58,110,42,72,0,0,0,0
Thermanaeromonas toyohensis,23,49,16,23,0,0,0,0
Thermoanaerobacterales bacterium SK-G1,64,61,30,46,0,0,0,0
Mahella australiensis,85,114,382,143,130,326,551,261
Thermodesulfobium acidiphilum,21,14,0,0,0,0,0,0
Thermodesulfobium narugense,11,0,0,0,0,0,0,0
Halanaerobium praevalens,107,103,49,74,0,0,0,0
Halanaerobium hydrogeniformans,57,55,20,37,0,0,0,0
Halocella sp. SP3-1,68,86,81,68,60,47,42,74
Halothermothrix orenii,50,61,26,45,0,0,0,0
Acetohalobium arabaticum,55,59,21,38,0,0,0,0
Halobacteroides halobius,29,29,0,18,0,0,0,0
Anoxybacter fermentans,64,45,23,24,0,0,0,0
Natranaerobius thermophilus,53,25,0,31,0,0,0,0
Streptococcus parasanguinis,60187,10632,4119,15315,71,42,34,55
Streptococcus thermophilus,51646,27260,10585,38967,14,23,26,33
Streptococcus salivarius,59822,32954,12804,47242,43,32,0,31
Streptococcus sp. HSISS2,248,144,56,196,0,0,0,0
Streptococcus sp. HSISS1,1800,1051,545,1425,0,0,0,0
Streptococcus sp. LPB0220,105,25,0,25,0,0,0,0
Streptococcus sp. HSISM1,101,16,0,27,0,0,0,0
Streptococcus sp. HSISS3,114,66,25,92,0,0,0,0
Streptococcus sp. FDAARGOS_192,105,43,20,106,0,0,0,0
Streptococcus sp. Z15,52,31,40,39,43,44,35,46
Streptococcus sp. oral taxon 431,28,16,28,19,0,0,18,11
Streptococcus sp. I-P16,37,0,0,0,0,0,0,0
Streptococcus sp. oral taxon 061,20,25,11,22,0,0,0,0
Streptococcus sp. 116-D4,21,26,332,36,45,186,402,200
Streptococcus sp. A12,17,0,0,0,0,0,0,0
Streptococcus sp. NPS 308,16,10,0,0,0,0,0,0
Streptococcus sp. I-G2,25,36,0,26,0,0,0,0
Streptococcus sp. HSISB1,21,0,0,0,0,0,0,0
Streptococcus sp. DAT741,17,0,0,0,0,0,0,0
Streptococcus sp. CNU G2,22,0,0,0,0,0,0,0
Streptococcus agalactiae,2263,1514,547,1120,0,0,0,0
Streptococcus suis,503,440,199,358,84,48,55,87
Streptococcus pyogenes,514,173,113,276,72,65,141,74
Streptococcus pseudoporcinus,308,84,22,88,0,0,0,0
Streptococcus lutetiensis,563,278,140,302,0,0,0,0
Streptococcus dysgalactiae,193,105,56,112,116,117,73,100
Streptococcus equi,91,71,30,65,0,0,0,0
Streptococcus equinus,264,212,123,221,115,124,160,127
Streptococcus intermedius,107,95,26,76,0,0,0,0
Streptococcus anginosus,55,72,32,61,0,0,0,0
Streptococcus constellatus,19,0,0,0,0,0,0,0
Streptococcus pasteurianus,792,1647,681,1163,0,0,0,0
Streptococcus sanguinis,134,140,30,89,0,0,0,0
Streptococcus canis,138,147,43,68,0,0,0,0
Streptococcus pneumoniae,161,130,54,182,95,63,47,82
Streptococcus vestibularis,134,75,31,96,0,0,0,0
Streptococcus gordonii,102,96,350,90,57,154,339,136
Streptococcus oralis,100,82,55,54,0,31,49,32
Streptococcus cristatus,85,90,232,78,58,130,252,148
Streptococcus mitis,82,36,15,52,0,0,0,0
Streptococcus uberis,65,39,0,30,13,0,0,0
Streptococcus porcinus,61,22,12,25,0,0,0,0
Streptococcus ferus,59,38,41,53,62,42,27,53
Streptococcus mutans,55,56,17,66,0,0,0,0
Streptococcus pluranimalium,54,49,0,36,0,0,0,0
Streptococcus halotolerans,51,36,20,18,0,0,0,0
Streptococcus ratti,50,69,32,64,48,40,38,57
Streptococcus parauberis,46,38,22,32,0,0,0,0
Streptococcus urinalis,43,19,10,18,0,0,0,0
Streptococcus gallolyticus,57,47,23,27,0,0,0,0
Streptococcus himalayensis,37,35,20,26,0,0,0,0
Streptococcus acidominimus,35,27,20,29,0,0,0,0
Streptococcus merionis,34,63,31,28,0,0,0,0
Streptococcus pantholopis,33,34,12,37,18,15,0,15
Streptococcus australis,34,39,14,34,0,0,0,0
Streptococcus sobrinus,31,28,14,21,0,0,0,0
Streptococcus milleri,40,42,0,20,0,0,0,0
Streptococcus respiraculi,23,38,0,20,0,0,0,0
Streptococcus marmotae,22,22,15,25,0,0,0,0
Streptococcus iniae,21,13,0,11,0,0,0,0
Streptococcus infantarius,26,39,14,21,0,0,0,0
Streptococcus gwangjuense,21,24,0,24,0,0,0,0
Streptococcus koreensis,26,29,0,33,0,0,0,0
Streptococcus troglodytae,17,19,0,11,0,0,0,0
Streptococcus viridans,18,0,0,0,0,0,0,0
Lactococcus lactis,829,581,194,639,0,0,0,0
Pseudolactococcus raffinolactis,70,39,11,26,0,0,0,0
Pseudolactococcus piscium,61,70,284,102,84,150,305,162
Lactococcus sp. 1JSPR-7,32,37,0,26,0,0,0,0
Lactococcus sp. KACC 19320,18,25,23,0,0,0,0,0
Lactococcus garvieae,35,28,13,19,0,0,0,0
Enterococcus faecium,87664,14372,6464,19665,436,473,482,498
Enterococcus saigonensis,227,177,100,181,42,89,79,106
Enterococcus avium,190,211,353,159,69,243,542,211
Enterococcus faecalis,149,155,54,119,0,0,0,0
Enterococcus sp. HSIEG1,132,0,0,0,0,0,0,0
Enterococcus sp. DA9,108,0,0,0,0,0,0,0
Enterococcus sp. FDAARGOS_553,99,88,88,0,0,0,0,0
Enterococcus sp. FDAARGOS_375,17,0,0,0,0,0,0,0
Enterococcus sp. CR-Ec1,20,0,0,0,0,0,0,0
Enterococcus cecorum,132,152,43,100,0,0,0,0
Enterococcus mundtii,111,94,29,51,18,25,18,26
Enterococcus hirae,87,58,35,61,0,0,0,0
Enterococcus durans,74,56,30,38,0,0,0,0
Enterococcus wangshanyuanii,69,65,21,37,0,0,0,0
Enterococcus thailandicus,50,20,12,20,0,0,0,0
Enterococcus gilvus,40,27,11,26,0,0,0,0
Enterococcus casseliflavus,43,18,17,37,192,200,201,287
Vagococcus sp. CF-49,58,29,11,32,0,0,0,0
Vagococcus sp. HDW17B,36,16,0,33,0,0,0,0
Vagococcus sp. MN-17,25,33,13,24,0,0,0,0
Vagococcus sp. HDW17A,14,0,0,11,0,0,0,0
Vagococcus teuberi,68,45,15,36,28,12,12,0
Vagococcus penaei,33,31,15,34,0,0,0,0
Tetragenococcus halophilus,66,61,21,42,0,0,0,0
Tetragenococcus koreensis,25,41,15,30,0,0,0,0
Tetragenococcus osmophilus,17,13,0,13,0,0,0,0
Melissococcus plutonius,50,36,34,30,0,0,16,13
Ligilactobacillus ruminis,58912,13976,5692,19758,61,140,271,141
Lactobacillus sp. NFFJ11,59,35,15,43,0,0,0,0
Ligilactobacillus saerimneri,29,27,0,18,0,0,0,0
Lactobacillus sp. CBA3606,31,41,97,41,0,0,0,0
Lactobacillus sp. BHWM-4,20,14,10,23,70,35,38,67
Lactobacillus sp. 3B(2020),16,0,0,12,0,0,0,0
Lactobacillus sp. wkB8,14,17,0,13,0,0,0,0
Lactobacillus iners,117,70,30,51,0,0,0,0
Ligilactobacillus salivarius,163,113,101,96,51,37,38,45
Limosilactobacillus reuteri,129,173,333,201,211,224,243,182
Lacticaseibacillus casei,28,90,0,34,0,0,0,0
Lacticaseibacillus zeae,28,0,0,35,0,0,0,0
Lacticaseibacillus paracasei,45,0,0,0,0,0,0,0
Ligilactobacillus murinus,73,50,32,48,70,47,30,72
Lactobacillus jensenii,70,51,35,60,48,30,19,47
Lactobacillus amylovorus,75,91,41,69,0,0,0,0
Lactobacillus delbrueckii,65,38,21,35,0,0,0,0
Lacticaseibacillus rhamnosus,60,73,305,80,77,171,309,133
Lactobacillus johnsonii,79,77,76,48,0,0,0,0
Ligilactobacillus animalis,60,45,13,39,0,0,0,0
Lactobacillus acidophilus,56,58,25,41,0,0,0,0
Lactiplantibacillus plantarum,127,190,222,189,94,210,303,181
Liquorilactobacillus hordei,57,55,30,49,0,0,0,0
Lactobacillus allii,52,49,22,34,0,0,0,0
Lentilactobacillus hilgardii,53,61,24,41,0,0,0,0
Companilactobacillus alimentarius,52,31,10,26,0,0,0,0
Lactobacillus helveticus,95,182,107,85,0,31,43,20
Amylolactobacillus amylophilus,50,38,0,22,0,0,0,0
Apilactobacillus kunkeei,46,32,12,24,0,0,0,0
Latilactobacillus curvatus,48,58,38,74,58,56,44,91
Paucilactobacillus hokkaidonensis,46,47,11,53,0,0,0,0
Companilactobacillus crustorum,46,24,0,34,0,0,0,0
Lactobacillus acetotolerans,45,23,14,25,0,0,0,0
Lactiplantibacillus pentosus,40,42,14,23,0,0,0,0
Lentilactobacillus buchneri,39,37,14,18,0,0,0,0
Lapidilactobacillus dextrinicus,38,26,12,30,0,0,0,0
Lactobacillus terrae,36,26,12,19,0,0,0,0
Lactobacillus backii,38,48,94,63,100,89,116,139
Lactobacillus heilongjiangensis,36,27,0,23,0,0,0,0
Companilactobacillus paralimentarius,35,28,0,25,0,0,0,0
Schleiferilactobacillus harbinensis,33,32,16,23,13,11,0,17
Paucilactobacillus oligofermentans,33,26,18,34,46,26,25,26
Limosilactobacillus vaginalis,33,49,43,51,137,99,67,138
Companilactobacillus futsaii,31,45,20,24,0,0,0,0
Limosilactobacillus fermentum,31,27,11,32,27,24,0,47
Latilactobacillus sakei,30,27,12,25,0,0,0,0
Lactobacillus kefiranofaciens,33,27,17,19,0,0,0,0
Latilactobacillus fuchuensis,28,55,36,51,68,40,33,80
Lactobacillus amylolyticus,29,17,54,25,15,23,37,23
Ligilactobacillus agilis,28,32,18,41,26,0,0,12
Lactobacillus kullabergensis,28,10,0,20,0,0,0,0
Fructilactobacillus sanfranciscensis,27,20,0,14,0,0,0,0
Limosilactobacillus gastricus,26,32,11,21,0,0,0,0
Lactobacillus zhachilii,26,23,13,18,35,10,10,18
Ligilactobacillus acidipiscis,27,20,0,15,0,0,0,0
Furfurilactobacillus rossiae,25,34,17,30,0,0,0,0
Lactobacillus bombi,25,11,0,12,0,0,0,0
Lactobacillus gasseri,203,106,0,82,0,0,0,0
Latilactobacillus graminis,25,0,0,13,0,0,14,0
Lactobacillus apis,23,15,10,0,0,0,0,0
Liquorilactobacillus mali,24,23,17,39,37,13,15,12
Lactobacillus ginsenosidimutans,23,34,0,40,64,40,31,52
Lactobacillus suantsaii,24,43,16,20,27,0,0,0
Lentilactobacillus kefiri,22,13,0,0,0,0,0,0
Liquorilactobacillus nagelii,22,13,13,11,0,0,0,0
Levilactobacillus brevis,20,17,0,10,0,0,0,0
Lactobacillus crispatus,37,33,0,54,0,0,0,0
Loigolactobacillus coryniformis,20,40,46,29,0,15,31,0
Fructilactobacillus lindneri,18,0,0,18,0,0,0,0
Lacticaseibacillus manihotivorans,18,21,20,24,60,50,30,60
Limosilactobacillus mucosae,18,25,95,34,10,27,55,21
Loigolactobacillus bifermentans,17,19,0,10,0,0,0,0
Companilactobacillus farciminis,16,13,0,17,0,0,0,0
Levilactobacillus koreensis,16,21,10,0,0,0,0,0
Lactobacillus nenjiangensis,17,21,0,0,0,0,0,0
Limosilactobacillus pontis,15,25,0,13,0,0,0,0
Secundilactobacillus malefermentans,15,24,14,17,0,0,0,0
Lactobacillus curieae,15,0,0,10,0,0,0,0
Lentilactobacillus parabuchneri,15,17,45,17,0,23,42,19
Limosilactobacillus frumenti,13,16,0,21,0,0,0,0
Lactiplantibacillus paraplantarum,14,16,15,16,0,0,0,0
Lactobacillus jinshani,12,0,0,0,0,0,0,0
Lactobacillus fructivorans,12,21,0,0,0,0,0,0
Secundilactobacillus paracollinoides,11,23,32,13,0,12,14,0
Pediococcus pentosaceus,53,36,22,24,0,0,0,0
Pediococcus acidilactici,33,42,30,43,61,57,27,62
Pediococcus inopinatus,34,50,22,16,0,0,0,0
Pediococcus damnosus,32,27,13,22,0,0,0,0
Pediococcus claussenii,16,18,0,15,0,0,0,0
Leuconostoc gelidum,66,51,16,29,0,0,0,0
Leuconostoc mesenteroides,108,86,0,75,0,0,0,0
